,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
0,2019-01-01,00:00,0.0,1009.4,1009.4,1008.5,-9999,27.1,22.9,27.2,27.1,23.1,22.6,79,76,78,50,6.5,1.9,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
1,2019-01-01,04:00,0.0,1008.2,1008.9,1008.2,-9999,26.9,23.0,27.0,26.8,23.2,22.7,80,78,79,49,5.3,0.0,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
2,2019-01-01,08:00,0.0,1008.2,1008.2,1007.6,-9999,24.4,21.9,26.5,24.3,23.2,21.6,86,81,86,58,7.1,0.0,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
3,2019-01-01,12:00,0.0,1010.2,1010.2,1009.7,559,28.9,23.7,28.9,27.6,23.8,22.8,78,72,74,51,6.6,2.4,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
4,2019-01-01,16:00,0.0,1009.0,1009.7,1009.0,2038,29.0,23.3,29.5,28.1,24.3,22.8,76,70,71,43,6.5,3.1,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
5,2019-01-01,20:00,0.2,1007.6,1007.6,1007.2,1281,28.3,22.7,28.9,27.9,23.8,22.7,76,72,72,51,7.8,3.6,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
6,2019-01-02,00:00,0.0,1009.7,1009.7,1009.4,-9999,27.2,22.9,27.4,27.2,23.0,22.6,78,76,77,60,7.6,0.7,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
7,2019-01-02,04:00,0.0,1008.5,1009.4,1008.5,-9999,26.9,22.8,27.0,26.8,23.0,22.7,79,78,78,59,8.0,2.4,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
8,2019-01-02,08:00,0.0,1008.0,1008.1,1007.9,-9999,26.9,23.2,27.0,26.8,23.2,22.9,80,79,80,56,7.0,1.4,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
9,2019-01-02,12:00,0.0,1010.5,1010.5,1010.1,742,28.7,23.9,28.8,26.7,24.6,22.9,85,75,75,62,9.0,4.3,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
10,2019-01-02,16:00,0.0,1009.4,1010.3,1009.4,2572,29.2,22.8,29.7,27.2,24.4,22.2,78,68,68,73,13.0,4.9,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
11,2019-01-02,20:00,0.0,1008.1,1008.1,1007.8,1190,28.4,23.5,28.9,28.2,23.9,23.1,77,72,75,59,8.9,4.1,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
12,2019-01-03,00:00,0.0,1009.4,1009.4,1008.9,-9999,27.3,23.7,27.4,27.2,23.8,23.3,81,79,81,63,8.8,2.5,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
13,2019-01-03,04:00,0.0,1008.6,1009.1,1008.6,-9999,26.9,23.2,27.1,26.9,23.5,23.0,82,79,80,59,6.9,0.8,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
14,2019-01-03,08:00,0.0,1007.1,1007.4,1007.1,-9999,26.6,23.3,27.0,26.6,23.4,23.1,82,80,82,61,8.5,2.7,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
15,2019-01-03,12:00,0.0,1009.6,1009.6,1009.1,543,28.5,23.6,28.8,28.0,24.2,23.4,79,74,75,66,9.8,4.6,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
16,2019-01-03,16:00,0.0,1008.9,1009.5,1008.9,2152,29.1,24.1,29.7,27.5,25.4,22.9,81,72,75,53,9.9,5.4,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
17,2019-01-03,20:00,0.0,1008.2,1008.3,1007.8,490,26.7,24.0,27.6,26.1,24.0,23.0,86,78,85,65,12.6,5.1,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
18,2019-01-04,00:00,0.0,1009.0,1009.0,1008.6,-9999,27.2,22.6,27.3,27.0,22.8,22.2,77,74,76,67,10.2,2.7,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
19,2019-01-04,04:00,0.0,1008.3,1008.6,1008.3,-9999,26.7,22.8,27.2,26.7,23.2,22.3,79,75,79,63,8.2,2.4,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
20,2019-01-04,08:00,0.0,1008.1,1008.1,1007.5,-9999,27.1,23.1,27.3,27.1,23.1,22.7,79,76,79,64,9.7,2.2,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
21,2019-01-04,12:00,0.0,1010.2,1010.2,1009.5,643,28.2,23.7,28.9,27.9,24.4,23.4,79,75,76,57,8.3,2.2,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
22,2019-01-04,16:00,0.0,1009.3,1010.3,1009.3,2835,30.1,23.4,30.6,29.6,24.4,23.1,71,67,67,63,10.1,3.9,N,PA,SALINOPOLIS,A215,-0.618884,-47.356596,23.18
