,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
0,2019-01-01,00:00,0.0,1011.6,1011.6,1010.8,-9999,23.4,22.3,23.6,23.3,22.4,22.1,94,92,94,84,1.9,0.4,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
1,2019-01-01,04:00,0.0,1011.1,1011.6,1011.1,-9999,22.8,22.6,22.8,22.5,22.6,22.1,99,98,99,54,0.7,0.4,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
2,2019-01-01,08:00,0.0,1010.3,1010.3,1009.7,-9999,22.2,22.1,22.2,22.0,22.1,22.0,100,100,100,142,1.4,0.7,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
3,2019-01-01,12:00,0.0,1012.8,1012.8,1012.3,989,25.0,22.9,25.3,23.5,23.7,22.9,99,88,88,152,1.4,0.3,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
4,2019-01-01,16:00,0.4,1011.2,1012.0,1011.2,1967,26.1,24.3,28.0,25.9,24.3,23.0,90,76,90,102,6.4,0.8,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
5,2019-01-01,20:00,0.0,1009.8,1009.9,1009.5,1046,27.2,24.9,27.9,26.3,25.0,24.0,90,82,87,347,2.9,1.0,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
6,2019-01-02,00:00,0.0,1012.0,1012.0,1011.4,-9999,23.9,23.6,24.4,23.9,23.9,23.6,99,97,98,113,0.7,0.3,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
7,2019-01-02,04:00,0.0,1011.4,1011.9,1011.3,-9999,23.0,22.9,23.1,22.9,23.0,22.9,100,99,100,32,0.8,0.3,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
8,2019-01-02,08:00,0.0,1010.5,1010.5,1010.1,-9999,22.6,22.6,22.7,22.5,22.7,22.5,100,100,100,89,1.3,0.5,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
9,2019-01-02,12:00,0.0,1013.5,1013.5,1013.0,872,25.4,24.2,26.0,23.9,25.3,23.7,100,91,93,12,3.9,1.9,N,AP,OIAPOQUE,A242,3.813583,-51.8625,15.14
