,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
0,2019-01-01,00:00,0.0,1004.5,1004.5,1003.3,0,26.9,23.0,27.7,26.9,23.3,22.9,80,75,79,80,4.1,2.3,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
1,2019-01-01,04:00,0.0,1004.9,1005.2,1004.9,0,26.2,23.2,26.3,26.2,23.4,23.1,85,83,83,79,3.4,1.0,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
2,2019-01-01,08:00,0.0,1003.7,1003.7,1003.3,0,25.9,23.7,26.0,25.9,23.7,23.3,88,86,88,93,2.6,1.2,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
3,2019-01-01,12:00,0.0,1006.7,1006.7,1006.2,479,26.3,23.5,26.4,25.6,23.8,23.5,89,84,84,90,3.9,1.8,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
4,2019-01-01,16:00,0.0,1004.6,1005.7,1004.6,1711,29.1,22.8,31.3,29.0,24.0,21.9,69,59,69,29,6.2,1.6,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
5,2019-01-01,20:00,0.0,1001.8,1002.1,1001.8,1583,30.5,23.2,32.3,28.6,23.4,21.7,73,56,65,335,5.9,1.4,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
6,2019-01-02,00:00,6.0,1004.6,1004.7,1003.2,0,26.2,23.0,28.4,26.2,24.2,23.0,85,76,83,35,8.0,1.7,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
7,2019-01-02,04:00,0.0,1005.5,1005.9,1005.4,0,25.1,23.3,25.1,24.7,23.4,22.9,91,90,90,108,2.4,1.0,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
8,2019-01-02,08:00,0.0,1004.3,1004.3,1003.9,0,24.9,23.2,24.9,24.4,23.2,22.7,91,89,90,189,1.6,0.9,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
9,2019-01-02,12:00,0.0,1008.1,1008.1,1007.1,261,25.7,23.3,25.7,25.2,23.4,23.1,90,86,87,113,3.1,1.0,N,AM,MANAUS,A101,-3.10361111,-60.01555555,48.79
