,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
0,2020-01-01,00:00,-9999.0,1004.4,1004.4,1003.7,0,25.4,23.7,26.1,25.4,24.1,23.7,90,89,90,42,0.0,0.0,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
1,2020-01-01,04:00,-9999.0,1006.3,1006.5,1006.3,0,26.2,22.9,26.3,26.0,22.9,22.6,83,80,82,164,3.9,1.4,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
2,2020-01-01,08:00,-9999.0,1004.5,1005.0,1004.5,0,25.9,22.4,26.0,25.8,22.4,22.3,82,80,81,166,4.9,2.1,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
3,2020-01-01,12:00,-9999.0,1006.9,1006.9,1006.1,888,26.9,21.3,27.2,25.4,21.9,21.2,79,71,71,147,6.2,2.3,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
4,2020-01-01,16:00,-9999.0,1006.5,1007.0,1006.5,3433,30.7,19.7,30.9,30.0,21.0,19.7,58,51,52,150,7.0,3.0,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
5,2020-01-01,20:00,-9999.0,1003.5,1004.0,1003.5,1643,31.5,20.1,32.4,30.5,20.9,18.9,55,46,51,145,5.3,1.6,N,AM,BARCELOS,A128,-0.98722221,-62.92416666,29.88
